unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
20673f3890699af8773ff17dcf6be1d085849d29,df0730de65d455fc451fcb38dd627f877943cf490f571954b85e996f37a6e21944ed43b41cf5dce3f782b18c5577f0659b8bdb7f903ca55b2ef1610202bb25f3,2015-06-16 12:45:00 UTC,2015-06-16 12:45:00 UTC,0,0,,,,,4.45,0.89,0,0,5.34,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
7ce80b3454ceb7d17c7b9129189eb8589d8a078a,6134198478cbb4036810920580fb810895aac6beefdb35aa8fbd1de0cddf06c76f9e7201e4a78f1c3eeee0299b2d4cceb458691ad987794463e547cb34969013,2015-06-01 18:00:00 UTC,2015-06-01 18:30:00 UTC,1500,0,,,,,18.45,0,0,0,18.45,Cash,Dispatch Taxi Affiliation,,,,,,
582f8e5513a72067e3e8506ddb75efcdb895131f,b9632eb791cbe59186d994429adcca3bc62c7156ce346407ee1c1fe16e1ab86daf14ad1cbe1277c750a447d2a4f03415c191bde386d6aee4a5075cb704701736,2015-06-27 19:30:00 UTC,2015-06-27 19:30:00 UTC,0,0,,,,,20.05,5,0,0,25.05,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
55145e64c7ed5c19f5a6e3547977ee7ea1f2247d,a8107c5481ea5eed4d6fa93cd1648f3f69c6822a6fff49ffd923bb75143c36a7f99d7a4af12ec68d9a85591a64671de48d14ba70d22501698b01747effc01cb1,2015-06-27 22:45:00 UTC,2015-06-27 22:45:00 UTC,0,0,,,,,7.85,2.36,0,0,10.21,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
2a79608e185ace464535511fa7a95e43fa06135f,7f8be35bf085d7490245401fe27b274624245d8e76ae11ea3d36af4223452d1b8c301d40309626126344602b5b5c358a503fe39c385bdbdf866f07d1428e505c,2015-09-01 17:15:00 UTC,2015-09-01 17:15:00 UTC,0,0,,,,,38.85,9.71,0,0,48.56,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
90c4eef63c7f1e729e7bb9e13df8ab6164b4ba2d,7840eba3f76ccb34db62fde7bca6ecdf2732f27e4ec9f29f041f8baa09d6eedf7ca55159392b6a44e4c02bf18784e3815c2f48656e4d1130d23253ad4bae2547,2015-06-10 11:45:00 UTC,2015-06-10 11:45:00 UTC,0,0,,,,,7.45,1.86,0,0,9.31,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
55cd27e1ce9d50470fb9cf0297c7a682272a8e20,3b308476cf4b044013d90cdc4f72ec6cf3fc85f1cabfbf449161d319372ab92ab4361b3931783e5ff83bfe506b15dd57376029f8a4252172eb4b3aab4e849c77,2015-09-01 17:15:00 UTC,2015-09-01 17:15:00 UTC,0,0,,,,,37.65,11.3,0,0,48.95,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
1e6ebc83c152aeb0a217f838a4c96d56e0a1e8c0,f4bc2acfbb68d505b7ca37f8553ab1fc28a2686429b55d0fab2d4d1838e1ffe2316dbf7a4cf417c3e947a62734f6b7dd91f7656ab4f9d5ed13dd8d24a8f87f89,2015-05-02 21:45:00 UTC,2015-05-02 21:45:00 UTC,0,0,,,,,8.85,2.21,0,0,11.06,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
dd47e8aa6271bfffc641c51a79144965c18603ab,d451f81829dfe45302f159d241c886ef63da44d503d8cef1426b6d26a20646c7a1b14e291923be81711af233879f4c9a575f187c8deebfeb915b3963c555eec4,2015-06-07 15:00:00 UTC,2015-06-07 15:00:00 UTC,0,0,,,,,13.65,2,0,0,15.65,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
a9c61fa9f909a64ea4ca1e7af2394788620a606c,992545c7db45dbee014f9e32b7c7b137ac5b819de97e59b9b636f799161301e2e1ae357db48ac97cc3cb9d55d6c50c976dc519b287ea916b91486c6516db11f3,2015-08-30 21:30:00 UTC,2015-08-30 21:30:00 UTC,0,0,,,,,40.55,8.11,0,0,48.66,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
3dd27c2300fc17b361b566aa500e272f1731d52d,924ad289d7377302678c3954095a96778a3a5b2a9a2a69d5335f59ff00e672ea71a0d95fe058ecfa5d53fb86dc1eba63a1af3e51ab33ec04e8b5a679c91f564b,2015-05-28 22:30:00 UTC,2015-05-28 22:30:00 UTC,0,0,,,,,17.65,3.53,0,0,21.18,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
593697205472f94b48c5b955707b51ea9539f881,b4c2e3ee35953abd1c5eb550dbc52ded6d421bad779daeddb866e440ac3e63991797732bf55bb640a964958d7d7f7d5507ad1585b00aae85fff4f286537ae5f8,2015-06-07 15:00:00 UTC,2015-06-07 15:00:00 UTC,0,0,,,,,12.05,3.01,0,0,15.06,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
8a532251c393bd35104360c689da4c4d0d6dec4e,4399985da5ca143d850858bc197bf4a744366cfc19bb86db009acacf2c15ee12944e1647c09ad85dc966eff4a0f2cb5540ac336fd895743f5bd7cf144e4a190b,2015-06-01 18:00:00 UTC,2015-06-01 18:00:00 UTC,0,0,,,,,46.75,8,0,0,54.75,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
a16cdb5c6a787e7e1f8f1fa9ebd60aaf002732b1,7b2a9f6bdfe167f0cba4514bc4a27be3539501e00539a7d6d7ead388b2c06d92e91030f0ecf09844c12297932eda77d17c49515e7314b5e26815b2023e3b24ff,2015-05-03 01:15:00 UTC,2015-05-03 01:15:00 UTC,0,0,,,,,9.05,1.81,0,0,10.86,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
29513598b7fbdbb65be2a4a9b47d227dd7e2d79b,f837696d781bfe4f3da410734cbfa51b47f328de974a96caa36400bd70d5549df439339bf83690271dd4ac918238935398bd164eada937a37f022f8513ae1915,2015-05-28 22:15:00 UTC,2015-05-28 22:15:00 UTC,0,0,,,,,10,0,0,0,10,Credit Card,T.A.S. - Payment Only,,,,,,
349125f31ae5f279d2f5eb7f8e9029301c4c1ad0,4a65c34a8b9ffd4b5c1a693f6094296a97c83b39b5a38cc53b740f16e70f853a0c66f19aaf764727b9a22cafb6b0053f6dd7663b9d1dc1bd34659dbfa5d11e45,2015-06-27 19:30:00 UTC,2015-06-27 19:30:00 UTC,0,0,,,,,11.05,2.21,0,0,13.26,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
4bea092ce66e2e54cac4339016c56a8edfcaa755,8ae9261f84a52dd113ce66acb388534594cecb7659bdf92856e8a77b87880d01df85d2f247419677bbe1cb55e10f41882923ce1440fe3a82e8157fd0ff576c4a,2015-05-02 21:00:00 UTC,2015-05-02 21:00:00 UTC,0,0,,,,,6.25,0,0,0,6.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
90f851da49940f531f1a64996b838cfe34ca4bda,e3ac7ea12583fa93441f6fe24c09f75baa4a4b52d2e06c37fda9c79319c1feadc81f8b0a7b744bf64e66a2a866c1fb2d6baad3ffb2f3c7e190bc9e0221de0cd2,2015-06-25 20:45:00 UTC,2015-06-25 20:45:00 UTC,0,0,,,,,27.85,5.57,0,0,33.42,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
5f91fdcf81a14c85e5a48f9af30fddc9a609edf0,57ef7c2d35fa9db858069ac66e8c3231721c4c390955ddca815e5d0d85326cfeb65e894c69a963114cd63673022e0ce2bb8a420d76d7f1ce33a19f52cb9cd036,2015-06-03 13:15:00 UTC,2015-06-03 13:15:00 UTC,0,0,,,,,35,0,0,0,35,Credit Card,Suburban Dispatch LLC,,,,,,
a9063ea0dc92f4e662effdc45408bceff07f9a63,8fd790790b56a47b8d7dfae3d7fcd970da7c57f6c1d9f75b735cec945f5e13442d271539cc1acfd65c59dcf7b856e3787e8750be356de5d5643cd0156caf5a0e,2015-06-08 02:30:00 UTC,2015-06-08 02:30:00 UTC,0,0,,,,,31.05,0,0,0,31.05,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
b45583f9854da0fb3c3c39bebeaeb7a7236aac65,4b6275badfa50a132fed5f8fa3739e55beec205321b16594fd40584dc5c2a3e672a5c260b7348e4fef7c2d9f9699207ba4132578f66a21e08b6443a2074c28fa,2015-06-14 21:00:00 UTC,2015-06-14 21:00:00 UTC,0,0,,,,,37.25,7.45,0,0,44.7,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
3b3197cb3c8aa0ab17fa2c786da7a17d11d72796,2568c6e490992798e9b945d3655d7f4fd56f218f3c54246f8e00de83538a886c655137f923933a2ab0222099c10532ed5821bf1e5546e750cc64e17fb394eb2b,2015-05-22 23:30:00 UTC,2015-05-22 23:45:00 UTC,840,0,,,,,10.85,1,0,0,11.85,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
c6c396636af3bb52e75ff55d903c25a552819294,35825a4e206c696b526d1ad1a54efeea081b003b29c07e244ce14c414b487da44214bfe732afd2845ccc54b06df155b39c6533ecca394bc1af10ebe806bd9da2,2015-06-14 21:00:00 UTC,2015-06-14 21:00:00 UTC,0,0,,,,,17.45,4.36,0,0,21.81,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
437c263c960d8d70863c2b8b74ec648e749f3440,6bece81c8b02e5631185bb018734a4c6f31b1db05d14f6f1bcc86162700468c680ddcfa1be8cf4ce1819f4b9e1271e79f75901c20356eafa7bf5150f54f08862,2015-05-23 02:00:00 UTC,2015-05-23 02:00:00 UTC,0,0,,,,,12.45,2.49,0,0,14.94,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
8ef9af27b92367098ec44dfd9b0868db1e50532a,4c99e59850bba5be92daec90488e7c3c5de16bc6436a01c5d164c68c7a243cd906b205efa08634114d44f1844c1222a0e8e06cbdfbf0ca5aaa33dff7bf94215a,2015-06-07 15:00:00 UTC,2015-06-07 15:00:00 UTC,0,0,,,,,6.65,1.33,0,0,7.98,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
ed58a014265c34d3c4b8fac8e17e68a112e8b169,2cad7380cbd7853be91229a2691918a0d969613131b05186cd84da368673bbc487c61ac0ef9788ad3b99a3ae59f7e570413dc0fbcf4d2c36e535dcd8f517ccd9,2015-05-28 21:30:00 UTC,2015-05-28 21:30:00 UTC,0,0,,,,,7.05,4,0,0,11.05,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
2894cc5b00049828b9604cbcf4dc84c56ec69e3a,c4083f68bf3ef30308818c821e2ca8224332d539541fbb8e136a439549104e202d672065d96b5cc7c6e63b766dea423f848901c3b9342d540ae055cd2b01afcd,2015-06-25 20:45:00 UTC,2015-06-25 20:45:00 UTC,0,0,,,,,7.85,1,0,0,8.85,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
